fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,heightOffset,climate,color
45556,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,684,490,68412749050,127,50,Dak'fron,684.9921875,-490.609375,110,-22,Deep Desert,Brown
45558,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,702,497,7023149758,31,58,Dak'fron,702.2421875,-497.546875,-16,-25,Deep Desert,Brown
45559,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,602,497,60211449763,114,63,Dak'fron,602.890625,-497.5078125,117,-28,Deep Desert,Brown
45560,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,624,462,62411846238,118,38,Dak'fron,624.921875,-462.703125,-153,-19,Deep Desert,Brown
45561,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,661,499,6618449963,84,63,Dak'fron,661.65625,-499.5078125,128,0,Deep Desert,Brown
45562,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,578,486,57811248684,112,84,Dak'fron,578.875,-486.34375,-115,-29,Deep Desert,Brown
45563,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,690,477,6901647785,16,85,Dak'fron,690.125,-477.3359375,9,-17,Deep Desert,Brown
45564,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,513,477,5134747798,47,98,Dak'fron,513.3671875,-477.234375,138,0,Deep Desert,Brown
45565,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,686,479,68612247923,122,23,Dak'fron,686.953125,-479.8203125,-120,0,Deep Desert,Brown
45566,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,630,465,6304246507,42,7,Dak'fron,630.328125,-465.9453125,80,0,Deep Desert,Brown
45567,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,654,454,65411745498,117,98,Dak'fron,654.9140625,-454.234375,-54,0,Deep Desert,Brown
45568,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,608,440,60812844047,128,47,Dak'fron,609,-440.6328125,1,0,Deep Desert,Brown
45569,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,631,488,63111348840,113,40,Dak'fron,631.8828125,-488.6875,126,0,Deep Desert,Brown
45570,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,610,439,6105543983,55,83,Dak'fron,610.4296875,-439.3515625,25,0,Deep Desert,Brown
45571,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,712,478,7124247823,42,23,Dak'fron,712.328125,-478.8203125,101,0,Deep Desert,Brown
45572,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,651,460,6518446076,84,76,Dak'fron,651.65625,-460.40625,167,0,Deep Desert,Brown
45573,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,542,479,5425347981,53,81,Dak'fron,542.4140625,-479.3671875,-113,0,Deep Desert,Brown
45574,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,494,495,4947949584,79,84,Dak'fron,494.6171875,-495.34375,27,-18,Deep Desert,Brown
45575,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,693,491,6939149147,91,47,Dak'fron,693.7109375,-491.6328125,-33,-8,Deep Desert,Brown
45576,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,610,452,6104545292,45,92,Dak'fron,610.3515625,-452.28125,91,-12,Deep Desert,Brown
45577,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,648,475,6489147570,91,70,Dak'fron,648.7109375,-475.453125,-100,-28,Deep Desert,Brown
45578,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,490,498,4902449828,24,28,Dak'fron,490.1875,-498.78125,91,-15,Deep Desert,Brown
45579,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,652,457,65210045708,100,8,Dak'fron,652.78125,-457.9375,167,-15,Deep Desert,Brown
45580,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,712,487,7122548794,25,94,Dak'fron,712.1953125,-487.265625,51,-20,Deep Desert,Brown
45581,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,670,492,6700349253,3,53,Dak'fron,670.0234375,-492.5859375,57,-14,Deep Desert,Brown
45582,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,584,499,584105499105,105,105,Dak'fron,584.8203125,-499.1796875,32,-2,Deep Desert,Brown
45583,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,593,488,593115488115,115,115,Dak'fron,593.8984375,-488.1015625,65,-15,Deep Desert,Brown
45584,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,576,460,5768046001,80,1,Dak'fron,576.625,-460.9921875,-144,-30,Deep Desert,Brown
45585,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,511,472,51111747271,117,71,Dak'fron,511.9140625,-472.4453125,-17,-17,Deep Desert,Brown
45586,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,660,478,6606947890,69,90,Dak'fron,660.5390625,-478.296875,-62,-28,Deep Desert,Brown
45587,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,581,478,58110247802,102,2,Dak'fron,581.796875,-478.984375,115,-11,Deep Desert,Brown
45588,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,583,492,5838049290,80,90,Dak'fron,583.625,-492.296875,58,-5,Deep Desert,Brown
45589,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,604,498,6041749839,17,39,Dak'fron,604.1328125,-498.6953125,135,-11,Deep Desert,Brown
45590,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,703,498,7032549822,25,22,Dak'fron,703.1953125,-498.828125,103,-6,Deep Desert,Brown
45591,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,727,493,7270549338,5,38,Dak'fron,727.0390625,-493.703125,-139,0,Deep Desert,Brown
45593,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,519,480,51912148032,121,32,Dak'fron,519.9453125,-480.75,-58,0,Deep Desert,Brown
45595,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,512,467,51211046780,110,80,Dak'fron,512.859375,-467.375,-122,0,Deep Desert,Brown
45596,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,522,497,5225549793,55,93,Dak'fron,522.4296875,-497.2734375,72,0,Deep Desert,Brown
45597,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,605,496,6058149624,81,24,Dak'fron,605.6328125,-496.8125,-77,0,Deep Desert,Brown
45599,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,560,484,5601248405,12,5,Dak'fron,560.09375,-484.9609375,-112,0,Deep Desert,Brown
45600,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,535,472,5356447269,64,69,Dak'fron,535.5,-472.4609375,-115,0,Deep Desert,Brown
45601,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,599,463,59911846389,118,89,Dak'fron,599.921875,-463.3046875,-176,0,Deep Desert,Brown
45602,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,601,477,60110547754,105,54,Dak'fron,601.8203125,-477.578125,-49,0,Deep Desert,Brown
45603,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,684,494,6846349417,63,17,Dak'fron,684.4921875,-494.8671875,-155,-6,Deep Desert,Brown
45604,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,580,499,58010949965,109,65,Dak'fron,580.8515625,-499.4921875,-43,-23,Deep Desert,Brown
45606,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,638,498,6389849828,98,28,Dak'fron,638.765625,-498.78125,-69,-5,Deep Desert,Brown
45607,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,667,461,6670946175,9,75,Dak'fron,667.0703125,-461.4140625,126,-5,Deep Desert,Brown
45608,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,582,496,58253496111,53,111,Dak'fron,582.4140625,-496.1328125,-34,-4,Deep Desert,Brown
45610,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,670,474,67073474115,73,115,Dak'fron,670.5703125,-474.1015625,-154,-10,Deep Desert,Brown
45611,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,665,483,6652548380,25,80,Dak'fron,665.1953125,-483.375,-81,-6,Deep Desert,Brown
45612,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,636,483,636118483101,118,101,Dak'fron,636.921875,-483.2109375,-174,-16,Deep Desert,Brown
45613,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,716,489,716109489122,109,122,Dak'fron,716.8515625,-489.046875,-179,-5,Deep Desert,Brown
45614,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,609,496,6094249678,42,78,Dak'fron,609.328125,-496.390625,-10,-5,Deep Desert,Brown
45615,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,727,498,7274449835,44,35,Dak'fron,727.34375,-498.7265625,-16,-26,Deep Desert,Brown
45616,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,541,498,541111498128,111,128,Dak'fron,541.8671875,-498,6,-8,Deep Desert,Brown
45617,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,590,443,5908644345,86,45,Dak'fron,590.671875,-443.6484375,132,-11,Deep Desert,Brown
45618,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,535,486,5350748652,7,52,Dak'fron,535.0546875,-486.59375,-117,-23,Deep Desert,Brown
45619,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,638,486,6389648669,96,69,Dak'fron,638.75,-486.4609375,146,-12,Deep Desert,Brown
45620,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,598,445,5983244571,32,71,Dak'fron,598.25,-445.4453125,-88,0,Deep Desert,Brown
45621,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,708,488,7089048829,90,29,Dak'fron,708.703125,-488.7734375,133,0,Deep Desert,Brown
45622,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,697,498,69736498111,36,111,Dak'fron,697.28125,-498.1328125,172,0,Deep Desert,Brown
45623,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,523,478,5232547882,25,82,Dak'fron,523.1953125,-478.359375,-177,0,Deep Desert,Brown
45625,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,470,498,4706049804,60,4,Dak'fron,470.46875,-498.96875,142,0,Deep Desert,Brown
45627,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,627,496,62781496113,81,113,Dak'fron,627.6328125,-496.1171875,141,0,Deep Desert,Brown
45628,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,554,471,5546547187,65,87,Dak'fron,554.5078125,-471.3203125,6,0,Deep Desert,Brown
45629,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,682,483,68210848324,108,24,Dak'fron,682.84375,-483.8125,-147,-18,Deep Desert,Brown
45630,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,576,469,5760446909,4,9,Dak'fron,576.03125,-469.9296875,159,-12,Deep Desert,Brown
45631,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,693,482,6937448246,74,46,Dak'fron,693.578125,-482.640625,-8,-23,Deep Desert,Brown
45632,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,598,480,5988848094,88,94,Dak'fron,598.6875,-480.265625,142,-6,Deep Desert,Brown
45633,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,633,452,6335745223,57,23,Dak'fron,633.4453125,-452.8203125,66,-16,Deep Desert,Brown
45634,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,525,478,5256847898,68,98,Dak'fron,525.53125,-478.234375,36,-29,Deep Desert,Brown
45636,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,582,491,58210549182,105,82,Dak'fron,582.8203125,-491.359375,133,-28,Deep Desert,Brown
45637,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,560,475,56012347554,123,54,Dak'fron,560.9609375,-475.578125,70,-14,Deep Desert,Brown
45638,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,511,478,5112847890,28,90,Dak'fron,511.21875,-478.296875,5,-13,Deep Desert,Brown
45639,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,711,496,71111749661,117,61,Dak'fron,711.9140625,-496.5234375,114,-27,Deep Desert,Brown
45640,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,572,491,5729249189,92,89,Dak'fron,572.71875,-491.3046875,-37,-6,Deep Desert,Brown
45641,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,599,496,5999549601,95,1,Dak'fron,599.7421875,-496.9921875,132,-4,Deep Desert,Brown
45642,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,538,470,5388347025,83,25,Dak'fron,538.6484375,-470.8046875,-145,-15,Deep Desert,Brown
45643,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,572,457,5722845701,28,1,Dak'fron,572.21875,-457.9921875,-178,-8,Deep Desert,Brown
45645,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,679,484,6790248406,2,6,Dak'fron,679.015625,-484.953125,116,-23,Deep Desert,Brown
45646,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,574,493,57411849334,118,34,Dak'fron,574.921875,-493.734375,32,-14,Deep Desert,Brown
45647,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,525,462,5258046296,80,96,Dak'fron,525.625,-462.25,82,-6,Deep Desert,Brown
45648,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,567,475,5679347512,93,12,Dak'fron,567.7265625,-475.90625,142,-22,Deep Desert,Brown
45649,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,669,462,6694846215,48,15,Dak'fron,669.375,-462.8828125,4,0,Deep Desert,Brown
45650,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,492,492,4928449266,84,66,Dak'fron,492.65625,-492.484375,-132,0,Deep Desert,Brown
45651,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,576,497,5760549773,5,73,Dak'fron,576.0390625,-497.4296875,141,0,Deep Desert,Brown
45652,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,476,495,4762549555,25,55,Dak'fron,476.1953125,-495.5703125,46,0,Deep Desert,Brown
45653,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,673,469,673128469115,128,115,Dak'fron,674,-469.1015625,37,0,Deep Desert,Brown
45654,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,660,468,66046468101,46,101,Dak'fron,660.359375,-468.2109375,-100,0,Deep Desert,Brown
45655,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,681,465,68186465117,86,117,Dak'fron,681.671875,-465.0859375,-142,0,Deep Desert,Brown
45656,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,678,484,6788148418,81,18,Dak'fron,678.6328125,-484.859375,100,0,Deep Desert,Brown
45657,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,589,477,5893847755,38,55,Dak'fron,589.296875,-477.5703125,-28,0,Deep Desert,Brown
45658,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,562,468,56212646875,126,75,Dak'fron,562.984375,-468.4140625,82,-9,Deep Desert,Brown
45659,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,529,473,5292647331,26,31,Dak'fron,529.203125,-473.7578125,-53,-21,Deep Desert,Brown
45660,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,640,498,6401949898,19,98,Dak'fron,640.1484375,-498.234375,-87,-5,Deep Desert,Brown
45661,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,616,496,61696496118,96,118,Dak'fron,616.75,-496.078125,116,-26,Deep Desert,Brown
45662,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,656,497,656103497112,103,112,Dak'fron,656.8046875,-497.125,-108,-25,Deep Desert,Brown
45663,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,526,479,526117479105,117,105,Dak'fron,526.9140625,-479.1796875,-131,-15,Deep Desert,Brown
45664,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,643,464,6437846497,78,97,Dak'fron,643.609375,-464.2421875,-132,-8,Deep Desert,Brown
45666,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,595,446,59511644618,116,18,Dak'fron,595.90625,-446.859375,36,-14,Deep Desert,Brown
45667,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,525,499,5252449994,24,94,Dak'fron,525.1875,-499.265625,-33,-7,Deep Desert,Brown
45668,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,510,477,5105047796,50,96,Dak'fron,510.390625,-477.25,134,-14,Deep Desert,Brown
45669,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,633,466,63311046621,110,21,Dak'fron,633.859375,-466.8359375,-129,-11,Deep Desert,Brown
45670,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,554,485,5547048508,70,8,Dak'fron,554.546875,-485.9375,4,-8,Deep Desert,Brown
45672,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,624,498,62412749805,127,5,Dak'fron,624.9921875,-498.9609375,37,-8,Deep Desert,Brown
45673,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,619,459,61911245918,112,18,Dak'fron,619.875,-459.859375,-44,-3,Deep Desert,Brown
45674,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,693,466,6939946680,99,80,Dak'fron,693.7734375,-466.375,-18,-12,Deep Desert,Brown
45676,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,627,481,62711948144,119,44,Dak'fron,627.9296875,-481.65625,27,-7,Deep Desert,Brown
45677,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,669,495,66912849553,128,53,Dak'fron,670,-495.5859375,12,0,Deep Desert,Brown
45679,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,638,457,6388045711,80,11,Dak'fron,638.625,-457.9140625,-126,0,Deep Desert,Brown
45680,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,659,453,6591345326,13,26,Dak'fron,659.1015625,-453.796875,-132,0,Deep Desert,Brown
45682,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,695,487,69558487100,58,100,Dak'fron,695.453125,-487.21875,71,0,Deep Desert,Brown
45683,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,668,483,6686948379,69,79,Dak'fron,668.5390625,-483.3828125,-80,0,Deep Desert,Brown
45684,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,574,460,57479460120,79,120,Dak'fron,574.6171875,-460.0625,107,0,Deep Desert,Brown
45685,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,502,498,5028149887,81,87,Dak'fron,502.6328125,-498.3203125,146,0,Deep Desert,Brown
45686,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,722,497,72211649798,116,98,Dak'fron,722.90625,-497.234375,87,-28,Deep Desert,Brown
45687,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,628,497,6286749749,67,49,Dak'fron,628.5234375,-497.6171875,44,-21,Deep Desert,Brown
45688,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,515,482,5154648216,46,16,Dak'fron,515.359375,-482.875,59,-13,Deep Desert,Brown
45689,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,526,490,5266849084,68,84,Dak'fron,526.53125,-490.34375,18,-20,Deep Desert,Brown
45690,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,650,457,6507545730,75,30,Dak'fron,650.5859375,-457.765625,141,-26,Deep Desert,Brown
45691,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,632,464,6321846489,18,89,Dak'fron,632.140625,-464.3046875,-9,-18,Deep Desert,Brown
45692,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,622,498,6227449880,74,80,Dak'fron,622.578125,-498.375,-56,-9,Deep Desert,Brown
45694,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,579,476,5799347673,93,73,Dak'fron,579.7265625,-476.4296875,72,-15,Deep Desert,Brown
45695,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,590,488,5901648875,16,75,Dak'fron,590.125,-488.4140625,126,-9,Deep Desert,Brown
45696,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,720,489,72010848989,108,89,Dak'fron,720.84375,-489.3046875,14,-28,Deep Desert,Brown
45697,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,630,458,63012045847,120,47,Dak'fron,630.9375,-458.6328125,-152,-2,Deep Desert,Brown
45699,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,523,466,52311246632,112,32,Dak'fron,523.875,-466.75,-101,-21,Deep Desert,Brown
45700,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,582,460,5829046086,90,86,Dak'fron,582.703125,-460.328125,168,-7,Deep Desert,Brown
45701,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,626,441,6262144152,21,52,Dak'fron,626.1640625,-441.59375,-11,-15,Deep Desert,Brown
45702,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,697,486,6979748661,97,61,Dak'fron,697.7578125,-486.5234375,109,-29,Deep Desert,Brown
45704,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,610,474,61035474127,35,127,Dak'fron,610.2734375,-474.0078125,144,0,Deep Desert,Brown
45705,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,616,480,61659480109,59,109,Dak'fron,616.4609375,-480.1484375,-22,0,Deep Desert,Brown
45706,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,576,473,57609473121,9,121,Dak'fron,576.0703125,-473.0546875,-33,0,Deep Desert,Brown
45707,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,581,476,5813647607,36,7,Dak'fron,581.28125,-476.9453125,117,0,Deep Desert,Brown
45708,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,507,471,5079647137,96,37,Dak'fron,507.75,-471.7109375,-65,0,Deep Desert,Brown
45709,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,526,485,52682485118,82,118,Dak'fron,526.640625,-485.078125,154,0,Deep Desert,Brown
45711,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,596,493,5962849337,28,37,Dak'fron,596.21875,-493.7109375,-14,-7,Deep Desert,Brown
45712,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,598,481,5980148194,1,94,Dak'fron,598.0078125,-481.265625,10,-28,Deep Desert,Brown
45713,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,465,498,4654749805,47,5,Dak'fron,465.3671875,-498.9609375,85,-4,Deep Desert,Brown
45715,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,603,484,6038148468,81,68,Dak'fron,603.6328125,-484.46875,-23,-20,Deep Desert,Brown
45717,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,637,444,63711144480,111,80,Dak'fron,637.8671875,-444.375,-150,-13,Deep Desert,Brown
45718,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,706,498,7067649864,76,64,Dak'fron,706.59375,-498.5,86,-5,Deep Desert,Brown
45719,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,668,475,6682547543,25,43,Dak'fron,668.1953125,-475.6640625,-22,-21,Deep Desert,Brown
45720,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,593,446,5936944684,69,84,Dak'fron,593.5390625,-446.34375,144,-21,Deep Desert,Brown
45721,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,612,480,6127748055,77,55,Dak'fron,612.6015625,-480.5703125,-22,-5,Deep Desert,Brown
45722,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,541,475,54172475127,72,127,Dak'fron,541.5625,-475.0078125,20,-14,Deep Desert,Brown
45723,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,638,499,63897499109,97,109,Dak'fron,638.7578125,-499.1484375,130,-13,Deep Desert,Brown
45724,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,522,474,5221947491,19,91,Dak'fron,522.1484375,-474.2890625,-119,-30,Deep Desert,Brown
45726,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,681,490,6814549081,45,81,Dak'fron,681.3515625,-490.3671875,33,-30,Deep Desert,Brown
45727,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,635,476,6354347656,43,56,Dak'fron,635.3359375,-476.5625,59,-7,Deep Desert,Brown
45729,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,633,448,6330644832,6,32,Dak'fron,633.046875,-448.75,156,0,Deep Desert,Brown
45730,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,617,437,61712543718,125,18,Dak'fron,617.9765625,-437.859375,-87,0,Deep Desert,Brown
45731,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,554,481,5543948143,39,43,Dak'fron,554.3046875,-481.6640625,4,0,Deep Desert,Brown
45732,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,536,457,53610745707,107,7,Dak'fron,536.8359375,-457.9453125,-35,0,Deep Desert,Brown
45733,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,585,452,58545452128,45,128,Dak'fron,585.3515625,-452,-52,0,Deep Desert,Brown
45735,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,597,487,5978848707,88,7,Dak'fron,597.6875,-487.9453125,-145,0,Deep Desert,Brown
45737,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,506,470,5066747058,67,58,Dak'fron,506.5234375,-470.546875,-11,0,Deep Desert,Brown
45738,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,667,467,66754467108,54,108,Dak'fron,667.421875,-467.15625,-42,0,Deep Desert,Brown
45739,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,504,491,50483491125,83,125,Dak'fron,504.6484375,-491.0234375,8,-13,Deep Desert,Brown
45740,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,694,481,69410248174,102,74,Dak'fron,694.796875,-481.421875,-35,-27,Deep Desert,Brown
45741,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,566,469,5661646992,16,92,Dak'fron,566.125,-469.28125,9,-30,Deep Desert,Brown
45742,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,566,466,56604466115,4,115,Dak'fron,566.03125,-466.1015625,4,-10,Deep Desert,Brown
45745,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,667,477,6676147777,61,77,Dak'fron,667.4765625,-477.3984375,109,-9,Deep Desert,Brown
45747,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,698,490,6983249025,32,25,Dak'fron,698.25,-490.8046875,-59,-25,Deep Desert,Brown
45748,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,632,466,6322946639,29,39,Dak'fron,632.2265625,-466.6953125,-179,-15,Deep Desert,Brown
45749,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,687,491,6879649141,96,41,Dak'fron,687.75,-491.6796875,91,-8,Deep Desert,Brown
45750,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,507,485,5074848549,48,49,Dak'fron,507.375,-485.6171875,-104,0,Deep Desert,Brown
45751,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,662,460,6628746022,87,22,Dak'fron,662.6796875,-460.828125,72,-7,Deep Desert,Brown
45752,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,544,499,54412349977,123,77,Dak'fron,544.9609375,-499.3984375,-75,-27,Deep Desert,Brown
45753,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,545,461,54579461120,79,120,Dak'fron,545.6171875,-461.0625,36,-8,Deep Desert,Brown
45754,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,544,485,5440348580,3,80,Dak'fron,544.0234375,-485.375,-160,-29,Deep Desert,Brown
45755,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,694,470,69461470115,61,115,Dak'fron,694.4765625,-470.1015625,-41,-24,Deep Desert,Brown
45756,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,559,449,55912344994,123,94,Dak'fron,559.9609375,-449.265625,133,-14,Deep Desert,Brown
